Table,Record ID,User ID,DB Timestamp,Google Drive URL,Google Drive ID,Local File,Local Timestamp,R2 File Key,R2 Timestamp,Confidence,Match Reason,Proposed R2 URL
chat_logs,1117,U61539d6d1bd2f05b77ea99c84332ce93,2025-06-09 22:30:33,https://drive.google.com/file/d/1UKUyEsdFASjN3G-WBpwMhKexEU2n-JEZ/view,1UKUyEsdFASjN3G-WBpwMhKexEU2n-JEZ,NO_LOCAL_MATCH,N/A,NO_R2_MATCH,N/A,0.0,No matches found in R2 or local files,https://7c14fdde93c85ff60383f8ba066ddcf6.r2.cloudflarestorage.com/mededbot/text/U61539d6d1bd2f05b77ea99c84332ce93/U61539d6d1bd2f05b77ea99c84332ce93-20250609_223033.txt
chat_logs,1120,U61539d6d1bd2f05b77ea99c84332ce93,2025-06-09 22:35:21,https://drive.google.com/file/d/1eZvr9yxcSDza_kerhXdShldiJUE_19Mg/view,1eZvr9yxcSDza_kerhXdShldiJUE_19Mg,NO_LOCAL_MATCH,N/A,NO_R2_MATCH,N/A,0.0,No matches found in R2 or local files,https://7c14fdde93c85ff60383f8ba066ddcf6.r2.cloudflarestorage.com/mededbot/text/U61539d6d1bd2f05b77ea99c84332ce93/U61539d6d1bd2f05b77ea99c84332ce93-20250609_223521.txt
chat_logs,1122,U61539d6d1bd2f05b77ea99c84332ce93,2025-06-09 23:06:19,https://drive.google.com/file/d/10EjDNcmnfsKnhRLcMr0XRV81Dm4QbP6b/view,10EjDNcmnfsKnhRLcMr0XRV81Dm4QbP6b,NO_LOCAL_MATCH,N/A,NO_R2_MATCH,N/A,0.0,No matches found in R2 or local files,https://7c14fdde93c85ff60383f8ba066ddcf6.r2.cloudflarestorage.com/mededbot/text/U61539d6d1bd2f05b77ea99c84332ce93/U61539d6d1bd2f05b77ea99c84332ce93-20250609_230619.txt
chat_logs,1125,U61539d6d1bd2f05b77ea99c84332ce93,2025-06-09 23:30:07,https://drive.google.com/file/d/1GJQKAZQHJuXnuqayL3Jdm6KBCHowz1c4/view,1GJQKAZQHJuXnuqayL3Jdm6KBCHowz1c4,NO_LOCAL_MATCH,N/A,NO_R2_MATCH,N/A,0.0,No matches found in R2 or local files,https://7c14fdde93c85ff60383f8ba066ddcf6.r2.cloudflarestorage.com/mededbot/text/U61539d6d1bd2f05b77ea99c84332ce93/U61539d6d1bd2f05b77ea99c84332ce93-20250609_233007.txt
chat_logs,1832,U61539d6d1bd2f05b77ea99c84332ce93,2025-06-17 15:35:02,https://drive.google.com/file/d/1D7aOqLg77lODCDOZY1xulmbrfF6bdnBW/view,1D7aOqLg77lODCDOZY1xulmbrfF6bdnBW,NO_LOCAL_MATCH,N/A,text/U61539d6d1bd2f05b77ea99c84332ce93/U61539d6d1bd2f05b77ea99c84332ce93-20250617_153343.txt,2025-06-17 15:33:43,0.7,Acceptable R2 timestamp match (diff: 79.9s),https://7c14fdde93c85ff60383f8ba066ddcf6.r2.cloudflarestorage.com/mededbot/text/U61539d6d1bd2f05b77ea99c84332ce93/U61539d6d1bd2f05b77ea99c84332ce93-20250617_153343.txt
chat_logs,2089,U216749c3d1686e7ab509ee299536e226,2025-06-23 00:12:07,https://drive.google.com/file/d/1qvolK4HJX8L9A0V-j-e5N0NvjUPNk6Qh/view,1qvolK4HJX8L9A0V-j-e5N0NvjUPNk6Qh,NO_LOCAL_MATCH,N/A,NO_R2_MATCH,N/A,0.0,No matches found in R2 or local files,https://7c14fdde93c85ff60383f8ba066ddcf6.r2.cloudflarestorage.com/mededbot/text/U216749c3d1686e7ab509ee299536e226/U216749c3d1686e7ab509ee299536e226-20250623_001207.txt
chat_logs,2088,U216749c3d1686e7ab509ee299536e226,2025-06-23 00:11:29,https://drive.google.com/file/d/1HBE2vWfjJ9saydeh5BNAPlc2ud_n3hZx/view,1HBE2vWfjJ9saydeh5BNAPlc2ud_n3hZx,NO_LOCAL_MATCH,N/A,NO_R2_MATCH,N/A,0.0,No matches found in R2 or local files,https://7c14fdde93c85ff60383f8ba066ddcf6.r2.cloudflarestorage.com/mededbot/text/U216749c3d1686e7ab509ee299536e226/U216749c3d1686e7ab509ee299536e226-20250623_001129.txt
chat_logs,2090,U216749c3d1686e7ab509ee299536e226,2025-06-23 00:12:24,https://drive.google.com/file/d/1Z23k8O4gqQj4ym-0Qes55z9fnKNquzLO/view,1Z23k8O4gqQj4ym-0Qes55z9fnKNquzLO,NO_LOCAL_MATCH,N/A,NO_R2_MATCH,N/A,0.0,No matches found in R2 or local files,https://7c14fdde93c85ff60383f8ba066ddcf6.r2.cloudflarestorage.com/mededbot/text/U216749c3d1686e7ab509ee299536e226/U216749c3d1686e7ab509ee299536e226-20250623_001224.txt
chat_logs,2093,U216749c3d1686e7ab509ee299536e226,2025-06-23 00:13:02,https://drive.google.com/file/d/1FK9o7h6Td_lj8Baxj38O5Yc_mSYi-AY9/view,1FK9o7h6Td_lj8Baxj38O5Yc_mSYi-AY9,NO_LOCAL_MATCH,N/A,NO_R2_MATCH,N/A,0.0,No matches found in R2 or local files,https://7c14fdde93c85ff60383f8ba066ddcf6.r2.cloudflarestorage.com/mededbot/text/U216749c3d1686e7ab509ee299536e226/U216749c3d1686e7ab509ee299536e226-20250623_001302.txt
chat_logs,2095,U216749c3d1686e7ab509ee299536e226,2025-06-23 00:13:27,https://drive.google.com/file/d/1F-0zJDuR5WMl-RVdEd7b66EpRNfS47G1/view,1F-0zJDuR5WMl-RVdEd7b66EpRNfS47G1,NO_LOCAL_MATCH,N/A,NO_R2_MATCH,N/A,0.0,No matches found in R2 or local files,https://7c14fdde93c85ff60383f8ba066ddcf6.r2.cloudflarestorage.com/mededbot/text/U216749c3d1686e7ab509ee299536e226/U216749c3d1686e7ab509ee299536e226-20250623_001327.txt
