Table,Record ID,User ID,DB Timestamp,Google Drive URL,Google Drive ID,Local File,Local Timestamp,R2 File Key,R2 Timestamp,Confidence,Match Reason,Proposed R2 URL
chat_logs,23,U61539d6d1bd2f05b77ea99c84332ce93,2025-05-09 17:11:11,https://drive.google.com/file/d/1oqo1DzG_5OeKExIUHZTwzdYhfjTbcWXw/view,1oqo1DzG_5OeKExIUHZTwzdYhfjTbcWXw,U61539d6d1bd2f05b77ea99c84332ce93-20250509_171107.txt,2025-05-09 17:11:07,text/U61539d6d1bd2f05b77ea99c84332ce93/U61539d6d1bd2f05b77ea99c84332ce93-20250509_171107.txt,2025-05-09 17:11:07,1.00,Local file matched to R2 file,https://7c14fdde93c85ff60383f8ba066ddcf6.r2.cloudflarestorage.com/mededbot/text/U61539d6d1bd2f05b77ea99c84332ce93/U61539d6d1bd2f05b77ea99c84332ce93-20250509_171107.txt
chat_logs,26,U61539d6d1bd2f05b77ea99c84332ce93,2025-05-09 17:12:23,https://drive.google.com/file/d/1hAWRQXcwviurnWgWeLEVcfHjOK0Nioyt/view,1hAWRQXcwviurnWgWeLEVcfHjOK0Nioyt,U61539d6d1bd2f05b77ea99c84332ce93-20250509_171220.txt,2025-05-09 17:12:20,text/U61539d6d1bd2f05b77ea99c84332ce93/U61539d6d1bd2f05b77ea99c84332ce93-20250509_171220.txt,2025-05-09 17:12:20,1.00,Local file matched to R2 file,https://7c14fdde93c85ff60383f8ba066ddcf6.r2.cloudflarestorage.com/mededbot/text/U61539d6d1bd2f05b77ea99c84332ce93/U61539d6d1bd2f05b77ea99c84332ce93-20250509_171220.txt
chat_logs,28,U61539d6d1bd2f05b77ea99c84332ce93,2025-05-09 17:13:14,https://drive.google.com/file/d/1aRnc-Ua3sBpLlUCS0gw33uaDGe5Khaiz/view,1aRnc-Ua3sBpLlUCS0gw33uaDGe5Khaiz,U61539d6d1bd2f05b77ea99c84332ce93-20250509_171220.txt,2025-05-09 17:12:20,text/U61539d6d1bd2f05b77ea99c84332ce93/U61539d6d1bd2f05b77ea99c84332ce93-20250509_171220.txt,2025-05-09 17:12:20,1.00,Local file matched to R2 file,https://7c14fdde93c85ff60383f8ba066ddcf6.r2.cloudflarestorage.com/mededbot/text/U61539d6d1bd2f05b77ea99c84332ce93/U61539d6d1bd2f05b77ea99c84332ce93-20250509_171220.txt
chat_logs,34,U61539d6d1bd2f05b77ea99c84332ce93,2025-05-09 17:34:35,https://drive.google.com/file/d/1RLgvu5c9oQiIQ-TgM36i73oWvTQuuweD/view,1RLgvu5c9oQiIQ-TgM36i73oWvTQuuweD,U61539d6d1bd2f05b77ea99c84332ce93-20250509_173432.txt,2025-05-09 17:34:32,text/U61539d6d1bd2f05b77ea99c84332ce93/U61539d6d1bd2f05b77ea99c84332ce93-20250509_173432.txt,2025-05-09 17:34:32,1.00,Local file matched to R2 file,https://7c14fdde93c85ff60383f8ba066ddcf6.r2.cloudflarestorage.com/mededbot/text/U61539d6d1bd2f05b77ea99c84332ce93/U61539d6d1bd2f05b77ea99c84332ce93-20250509_173432.txt
chat_logs,37,U61539d6d1bd2f05b77ea99c84332ce93,2025-05-09 17:35:11,https://drive.google.com/file/d/1sc6m7R2dav7n17FK_NW9Sg63jL3wTazC/view,1sc6m7R2dav7n17FK_NW9Sg63jL3wTazC,U61539d6d1bd2f05b77ea99c84332ce93-20250509_173432.txt,2025-05-09 17:34:32,text/U61539d6d1bd2f05b77ea99c84332ce93/U61539d6d1bd2f05b77ea99c84332ce93-20250509_173432.txt,2025-05-09 17:34:32,1.00,Local file matched to R2 file,https://7c14fdde93c85ff60383f8ba066ddcf6.r2.cloudflarestorage.com/mededbot/text/U61539d6d1bd2f05b77ea99c84332ce93/U61539d6d1bd2f05b77ea99c84332ce93-20250509_173432.txt
chat_logs,1206,Uc721d654582e24d84713fddd7839865f,2025-06-13 03:50:35,https://drive.google.com/file/d/1SZqnxahz20j4irO-ghuRWKf_lCHfAEEw/view,1SZqnxahz20j4irO-ghuRWKf_lCHfAEEw,Uc721d654582e24d84713fddd7839865f-20250613_035031.txt,2025-06-13 03:50:31,text/Uc721d654582e24d84713fddd7839865f/Uc721d654582e24d84713fddd7839865f-20250613_035031.txt,2025-06-13 03:50:31,1.00,Local file matched to R2 file,https://7c14fdde93c85ff60383f8ba066ddcf6.r2.cloudflarestorage.com/mededbot/text/Uc721d654582e24d84713fddd7839865f/Uc721d654582e24d84713fddd7839865f-20250613_035031.txt
chat_logs,1207,Uc721d654582e24d84713fddd7839865f,2025-06-13 03:51:15,https://drive.google.com/file/d/1wfbuke2rURH0c9qrsqSSV2nzYY5Jh5sa/view,1wfbuke2rURH0c9qrsqSSV2nzYY5Jh5sa,Uc721d654582e24d84713fddd7839865f-20250613_035031.txt,2025-06-13 03:50:31,text/Uc721d654582e24d84713fddd7839865f/Uc721d654582e24d84713fddd7839865f-20250613_035031.txt,2025-06-13 03:50:31,1.00,Local file matched to R2 file,https://7c14fdde93c85ff60383f8ba066ddcf6.r2.cloudflarestorage.com/mededbot/text/Uc721d654582e24d84713fddd7839865f/Uc721d654582e24d84713fddd7839865f-20250613_035031.txt
chat_logs,1208,Uc721d654582e24d84713fddd7839865f,2025-06-13 03:51:54,https://drive.google.com/file/d/1eK_kTQOK86PkGPnKvjzFtXW4wU0qsPcr/view,1eK_kTQOK86PkGPnKvjzFtXW4wU0qsPcr,Uc721d654582e24d84713fddd7839865f-20250613_035111.txt,2025-06-13 03:51:11,text/Uc721d654582e24d84713fddd7839865f/Uc721d654582e24d84713fddd7839865f-20250613_035111.txt,2025-06-13 03:51:11,1.00,Local file matched to R2 file,https://7c14fdde93c85ff60383f8ba066ddcf6.r2.cloudflarestorage.com/mededbot/text/Uc721d654582e24d84713fddd7839865f/Uc721d654582e24d84713fddd7839865f-20250613_035111.txt
chat_logs,1209,Uc721d654582e24d84713fddd7839865f,2025-06-13 03:54:04,https://drive.google.com/file/d/1gXEPfpyM3TU3OmijVZkOoLsFYhD6n-fl/view,1gXEPfpyM3TU3OmijVZkOoLsFYhD6n-fl,Uc721d654582e24d84713fddd7839865f-20250613_035401.txt,2025-06-13 03:54:01,text/Uc721d654582e24d84713fddd7839865f/Uc721d654582e24d84713fddd7839865f-20250613_035401.txt,2025-06-13 03:54:01,1.00,Local file matched to R2 file,https://7c14fdde93c85ff60383f8ba066ddcf6.r2.cloudflarestorage.com/mededbot/text/Uc721d654582e24d84713fddd7839865f/Uc721d654582e24d84713fddd7839865f-20250613_035401.txt
chat_logs,1,U61539d6d1bd2f05b77ea99c84332ce93,2025-05-09 15:27:07,https://drive.google.com/file/d/1EMeQWfecYC2RNqQA5Uvig6aeHyyB4lxb/view,1EMeQWfecYC2RNqQA5Uvig6aeHyyB4lxb,U61539d6d1bd2f05b77ea99c84332ce93-20250509_152705.txt,2025-05-09 15:27:05,text/U61539d6d1bd2f05b77ea99c84332ce93/U61539d6d1bd2f05b77ea99c84332ce93-20250509_152705.txt,2025-05-09 15:27:05,1.00,Local file matched to R2 file,https://7c14fdde93c85ff60383f8ba066ddcf6.r2.cloudflarestorage.com/mededbot/text/U61539d6d1bd2f05b77ea99c84332ce93/U61539d6d1bd2f05b77ea99c84332ce93-20250509_152705.txt
